itemId,account,h,w,l,weightG,status,error
MLB4431137432,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4427458890,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4431255780,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4430105766,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3591058917,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3590980065,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3593634493,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3593846243,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4436532036,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3590086263,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB4437914618,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3593727551,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3590012647,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3589968451,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3590104023,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3593814515,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4436499294,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3590955301,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB4444474464,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4445581070,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4445775134,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4445982786,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4445743446,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3597389875,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4445791450,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4445903846,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4444455542,JOTABÊ AUTOPEÇAS,15,15,15,600,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_weight] are too small for the product dimensions)
MLB3596852321,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4444428200,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4443902384,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4444390332,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4440148530,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3597429367,JOTABÊ AUTOPEÇAS,15,15,15,600,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_weight] are too small for the product dimensions)
MLB3597773589,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4445632798,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3599247687,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3598257543,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4449644574,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4450909690,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3599234961,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4449639102,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4450923166,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4450941522,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4449532020,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3598265373,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4450890536,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4450898172,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB4450903932,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB4455002568,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3598487219,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3598368547,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3598721603,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3600470645,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4457406282,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4457633632,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3603324163,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3600789539,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4459800268,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4454612088,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3600868063,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4457555092,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB4454723254,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB4457232580,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB4454489074,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB4456657252,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB4456769320,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB4465231690,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3605394911,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3605130791,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4465834408,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3603259209,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3604181569,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3605215233,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4461390272,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB4471334340,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4474507260,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4481100166,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB4473944880,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3608502917,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3608309085,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3608207475,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4484806226,JOTABÊ AUTOPEÇAS,15,15,15,600,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_weight] are too small for the product dimensions)
MLB4480641874,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3611861171,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3608669395,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4485125572,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4484472390,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3611912781,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4490884802,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4503998804,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3617868665,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3617795907,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3622646967,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB4530931610,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3631786369,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3638276209,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4553068554,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4542869172,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4559463686,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4595644674,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB4597756858,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB4632082680,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3670586891,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3671447833,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3690080473,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4688664188,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3690219159,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3691858243,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3693864085,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4700033524,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4693021056,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3693830373,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3698205299,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4709539208,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4699355734,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3700623335,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3698782241,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3698129599,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3703833473,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3703792531,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3703708615,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4720244852,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB4720403096,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB4746244248,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB3703706319,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB4787479218,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4755128874,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4763383674,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4787570476,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4759331398,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB4780989768,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB3727252257,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB4795385616,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4795409764,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3744641177,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3745089283,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3744661013,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4795629012,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3746829759,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4795413966,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4810982266,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3750253939,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3746119233,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4798973008,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4808510338,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3748712875,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3746063205,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3759705499,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4835585266,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4829252698,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3758152067,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3759987457,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3759647747,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3760230655,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3757990403,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3760171515,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4855870440,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3768660801,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4846340664,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4862555800,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3765667747,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4858724224,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3766835471,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3765754547,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB4862780832,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4854664390,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4862966668,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4858302098,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3764144607,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4849892344,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3767228003,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3767131067,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3768723179,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4884165732,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3772561575,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB4870743968,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4869869592,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4870813920,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3768430329,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3768395405,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB4864744832,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3771190579,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3771176665,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4870518954,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB4878944372,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3773781847,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB4874303914,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3775512739,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB4883249558,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4903691550,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3780942587,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3775708977,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4887842052,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4903042152,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4888378200,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3781138571,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3774896205,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4890196380,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB4887163836,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3779665679,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3777014447,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB4902584094,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3782049061,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3783773429,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3782128239,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3782238715,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4908806092,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4909149080,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4908679716,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4909199386,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4913360722,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3784017759,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3783911005,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3784101969,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3783805759,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB4921284544,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB3783772511,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4921231904,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB4921275836,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4927426156,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4917939960,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4921213924,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4918244460,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3786488579,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB4918535870,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3786411065,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB4921207036,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3785369603,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4921189876,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4918467726,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3787795857,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB4927368048,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4927398980,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3789566107,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3789636727,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3788287803,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3787781929,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4931806658,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3789732043,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4936328976,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3787811393,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3789890215,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4927418492,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4936516458,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3787795367,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3789522941,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB4936328658,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4935962480,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB4935448494,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4940264818,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB4936118312,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3791030915,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4939676764,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3790560079,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3790871825,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4935967630,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3790920583,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4944043180,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3792768783,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4943558182,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3792718723,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3793992013,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3794033099,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4943582186,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3793659991,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4957082662,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3793404533,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB4946939706,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3794915401,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4959115066,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4959075852,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4959592332,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB4962481016,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3797898393,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4962141348,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4962495380,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3797893249,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4968097410,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4968805862,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3802370255,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB4970102640,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3802368869,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3802396257,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4970183522,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4976359020,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4983732338,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3807493605,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3807523795,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3807920417,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3809282119,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3809330629,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4992474730,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3815671291,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5004954882,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5005007110,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5004965826,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3819749467,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3821629093,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5007693782,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3819746649,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5013420990,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB5017248628,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB5017195400,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB5016434888,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5017010958,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5019394878,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5024333030,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3825102003,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3829221527,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3829077985,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5026441124,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB3829185677,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3829152997,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB3829405195,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5026842498,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB5023981192,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB5023376250,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5024002514,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3829221689,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB3830827565,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB5028923428,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5026403526,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB3830836131,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB3830311067,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5029217356,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3830140373,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3835377091,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3833321853,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3837110711,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3833219977,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5039209040,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
